"slug","title_en","title_fr","title_ar","excerpt_fr","excerpt_ar","sources","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","content_fr","content_ar","content_html"
"allianz-foundation-climate-cultures-call-hwmtus","Allianz Foundation: Climate Cultures Call","","","","","https://on-the-move.org/news/allianz-foundation-climate-cultures-call","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/allianz-foundation.jpg?itok=nB1CiGVq","","EN","2022-11-25 08:00:00","2022-12-26 11:35:15","2023-01-01 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/allianz-foundation-climate-cultures-call class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>In order to be able to effectively counteract climate change, we need to change our mindset. What is needed are holistic approaches that take into account the connection between global warming and social climate – and from this obtain incentives for the urgently needed transformation of our cultural practices and paradigms. Along with the ecological aspects, consequences of the climate crisis such as social upheaval, displacement and migration, and growing nationalism must also be considered.</p><p>The Allianz Foundation’s Climate Cultures Call supports projects and initiatives that are situated at the intersection between climate and culture, and work toward sustainable solutions for open societies and a healthy and habitable planet.</p><p>The open call is aimed at actors from the civil society, arts and culture, and environmental protection sectors. Allianz Foundation explicitly welcome applications from members of younger generations as well as from people or organisations that work across borders and/or do outreach work with target groups that are especially diverse.</p><p>Ten projects will be funded in which artists, cultural workers, activists, environmentalists, citizens’ initiatives, <span class=caps>NGO</span>s, scientists, start-ups or urban planners from Europe and the Mediterranean establish alliances for a new climate culture.</p><p>Allianz Foundation are looking for projects: </p><ul><li>That establish new alliances for fighting the climate crisis in a way that includes social and cultural perspectives.</li><li>That create new narratives that make the necessary socio-ecological change tangible as a benefit and motivate more people to take action for the climate.</li><li>That include many voices and take intersectional, cross-generational or postcolonial perspectives into account, among others.</li><li>That raise questions about justice for the societies of the present and for future generations.</li></ul><p><strong>Projects can be funded for up to 50,000 euros. </strong>The funding period is 15 March - 31 December 2023. The Climate Cultures Call is a special call responding to the urgency of the current challenges. The applications are quickly reviewed, and funding will be awarded expediently. If we don’t act today, the risks for the future will become incalculable.</p></div></div></article></div>"
"british-council-uk-poland-arts-scoping-grants-fcmrep","British Council: UK-Poland Arts Scoping Grants","","","","","https://on-the-move.org/news/british-council-uk-poland-arts-scoping-grants","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/british-council.jpeg?itok=BrQrb-ET","","EN","2022-11-24 08:00:00","2022-12-26 11:35:16","2023-01-04 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/british-council-uk-poland-arts-scoping-grants class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The British Council has opened applications for scoping grants in preparation for a proposed <span class=caps>UK</span>/Poland season in 2025. In order to start developing potential activity, they are offering <strong>grants of £2500</strong> to start conversations and establish partnerships. </p><p>The grants are primarily for travel-related costs (flights, train, accommodation), to support travel related costs for representatives of <span class=caps>UK</span> and Polish organisations in the arts and creative industries to undertake scoping visits to each other’s country. British Council are keen to support the creation of new work, new collaborations, and innovative activity. All applicants should have a clear project in mind which would then be collaboratively developed through this exchange. The project must be for ultimate presentation in Poland, or in Poland and <span class=caps>UK</span>, but not <span class=caps>UK</span> only.</p><p>In late 2023 and 2024 British Council are hoping to offer additional funding to support the strongest collaborations which best meet the aims of the planned Season. Projects should be delivered by at least one <span class=caps>UK</span>-based organisation and at least one organisation based in Poland. Only one of the two organisations can apply for the grant. British Council will not fund legacy activity or recurrent costs on existing projects. There are a total of 25 grants available this year. The travel should take place between February and May 2023. </p><p>In certain circumstances, the British Council might consider a non-travel application if there is strong evidence that the grant would be put to good use in developing the project idea without physically visiting the country.</p><p>The grants are open to arts and cultural organisations, large or small, in both <span class=caps>UK</span> and Poland. If the proposed project is clearly shared between two organisations then only one of the organisations can apply for the grant. The grants are not open to individual artists, although a curator may be considered if the project is strong enough. </p></div></div></article></div>"
"alter-trandisciplinary-residency-programme-in-the-swiss-alps-switzerland-qqivni","ALTER-: Trandisciplinary Residency Programme in the Swiss Alps (Switzerland)","","","","","https://on-the-move.org/news/alter-trandisciplinary-residency-programme-swiss-alps-switzerland","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/alter.jpeg?itok=mUrVBQQN","","EN","2022-11-22 08:00:00","2022-12-26 11:35:17","2022-12-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/alter-trandisciplinary-residency-programme-swiss-alps-switzerland class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>ALTER</span>- is a 2-3 month residency in Chandolin, a village perched at an altitude of 2000 meters in the Val d’Anniviers, that invites one transdisciplinary team of artists and researchers a year to rethink and respond to growing environmental crises and their associated social, economic, and cultural shifts. Each team will spend nine to twelve weeks exploring the valley, learning from local villagers, developing work that will be publicly shared on a weekly basis, and presenting a final project. While the residency builds on this locale, the work and wisdom generated by each team could have far-reaching implications for high-mountain communities around the world.</p><p>What’s happening to the cycle of seasons in the Alps as the frozen earth thaws? How will the loss of glaciers affect water availability for farming and hydroelectricity? How do the inhabitants of the valley revive and transmit intangible heritage such as the gathering and cultivation of wild plants? What is gone, and what has taken its place? How can we live together with more-than-humans in the land we share?</p><p>This is just a sample of questions <span class=caps>ALTER</span>-, a three-month residency responding to the environmental crises in the Alps, invites each team selected annually to explore. Now, more than ever, we need transdisciplinary artists and researchers to challenge our perceptions of the rapidly evolving climate paradigm and motivate us to find new knowledge and new ways of living.</p><p>The next residency will take place either for 3 months from 5 June – 30 August 2023 or for 2 months from 3 July – 30 August 2023. Applications are open only to collectives of 3 to 5 people, already formed and transdisciplinary. The residency is open to all transdisciplinary teams, regardless of age or nationality. Teams can come from anywhere in the world; <span class=caps>ALTER</span>- encourages those who have already developed research and work in mountain regions to apply. </p><p><strong>Support from the residency includes accommodation and a monthly stipend of 1500 <span class=caps>CHF</span> (~1525 <span class=caps>EUR</span>) per person.</strong></p></div></div></article></div>"
"minus20degree-open-call-for-contemporary-art-and-architecture-austria-payvai","minus20degree: Open Call for Contemporary Art and Architecture (Austria)","","","","","https://on-the-move.org/news/minus20degree-open-call-contemporary-art-and-architecture-austria","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/minus-20.jpg?itok=aypXI9oN","","EN","2022-11-21 08:00:00","2022-12-26 11:35:18","2023-01-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/minus20degree-open-call-contemporary-art-and-architecture-austria class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>minus20degree is a contemporary art and architecture exhibition that takes place every two years in Flachau, Austria during winter. The exhibition lasts for three days in January.</p><p>They are now looking for artists in the field of sound art, video art, performance, theatre, installation, or dynamic land art for their 2024 edition.</p><p>They are especially interested in art that takes and needs space, art that is mobile or makes the audience move. They also look forward to receiving proposals for sound and video art that embraces the snowy landscape as an endless projection surface.</p><p>minus20degree provides outside space for art that is controversial, provocative, but grounded. minus20degree is completely independent, thus does not need to please or go easy on the audience.</p><p>All art works need to be conceptualised and produced especially for minus20degree.</p><p>The theme for 2024 is ‘Plateau’ – a concept with some latent ambiguity. As a geological formation, it is a part of the landscape the festival deals with as exhibition space, and at the same time it may be valid as an expression of societal stagnation and a description of our times.</p><p>minus20degree offers:</p><ul><li>Artist fee of €1000.</li><li>Production budget of up to €1600.</li><li><strong>Travel budget up to €400.</strong></li><li>Up to 6 nights accommodation (arrangements for longer stays can be made).</li><li>Support from the team throughout m20d24.</li><li>Professional documentation of the work.</li></ul><p>Application is open to individuals, pairs, or groups at any stage of their career.</p></div></div></article></div>"
"kinderkunstlabor-researcher-in-residence-rethinking-art-education-austria-utdofn","KinderKunstLabor: Researcher in Residence, ‘Rethinking Art Education’ (Austria)","","","","","https://on-the-move.org/news/kinderkunstlabor-researcher-residence-rethinking-art-education-austria","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/researcher-residence.jpg?itok=9zVi8ElO","","EN","2022-11-18 08:00:00","2022-12-26 11:35:19","2022-12-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/kinderkunstlabor-researcher-residence-rethinking-art-education-austria class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Mittlung neu denken (in English: Rethinking Art Education) is an international, collaborative, and practice-based research project organised by the KinderKunstLabor, which is hosting an inaugural residency programme in 2023 as part of its own founding, inception, and formation. A new building designed by Schenker Salvi Weber Architects will open in 2024 in Altoona Park in the Lower Austrian capital of St. Pölten and is set to become a unique hub for international contemporary art, children, and artists. Geared toward children up to twelve years of age, the new venue will offer two exhibitions a year, a children’s biennial, and a variety of thematically interrelated workshops and projects. </p><p>For young audiences in particular, the quality, event-based character, and topicality of contemporary art productions by international artists have the capacity to set in motion both individual educational processes and socially relevant reflections. What fundamental changes to established art education practices are needed to tap into this potential? With this question in mind, fellows selected by an expert jury will examine the potentialities of contemporary art for and with young audiences.</p><p>The KinderKunstLabor is a learning institution. Experiences and insights from educational processes are applied to the realm of art education and curating in a certification centre developed specifically for this purpose in cooperation with a university network. This is achieved with the RiR through an examination of current discourses and practices that are focused on phenomenological approaches, spatial aspects in art production, curating and art education for and with children. Closely intertwined with this, fellows will conceive and implement qualitatively based research projects that accompany ongoing projects of the KinderKunstLabor.</p><p>The fellowship offers researchers from the <span class=caps>EU</span> active in the fields of contemporary art, curating, and education the opportunity to live and work in St. Pölten for a period of nine months with possible extension. The centre invites researchers with different artistic and theoretical practices to apply. Artistic expertise or experience with aesthetic processes and in-depth knowledge of the art field are a prerequisite. A sound command of the German language is essential. The fellowship is also aimed at students pursuing a doctorate or PhD. Priority will be given to research proposals developed in relation to and in dialogue with the specific, on-the-ground realities of the location. Fellows will have access to institutional infrastructures and are expected to present their findings at an event at the end of their stay.</p><p><strong>The residency includes travel</strong>, accommodation, a stipend, and production costs (for relevant research, printing, or similar expenses). </p></div></div></article></div>"
"buhnen-bern-ballet-tanzplattform-bern-competition-for-choreographers-switzerland-swblol","Bühnen Bern Ballet: Tanzplattform Bern Competition for Choreographers (Switzerland)","","","","","https://on-the-move.org/news/buhnen-bern-ballet-tanzplattform-bern-competition-choreographers-switzerland","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/bern-ballet.jpg?itok=JzJkbHh9","","EN","2022-11-18 08:00:00","2022-12-26 11:35:20","2023-01-15 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/buhnen-bern-ballet-tanzplattform-bern-competition-choreographers-switzerland class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Tanzplattform Bern 2023 is an international dance festival and competition for choreographers, with two awards: a jury award for a commission for Bern Ballett; and an audience award for a movement research fellowship.</p><p>All stylistic approaches to choreography are admitted. Criteria for selection require a clear artistic vision that encompasses professionalism, choreographic craftsmanship, a high level of dance performance and innovation. The premiere of the submitted piece should not have taken place before 2019.</p><p>The choreography to be submitted has to be between 15 and 30 minutes long, with a max. of 6 performers and no or a reduced stage design.</p><p>The chosen choreographers will be invited to perform their entire dance pieces in Bern during one evening (22 or 23 June 2023) and to perform a 5 min. excerpt of it on 24 June 2023. </p><p>All choreographers will obtain a performance fee. <strong>Accommodation and travel costs will be covered in<br> addition.</strong></p></div></div></article></div>"
"goethe-institut-cities-ahead-in-logrono-spain-rznjqq","Goethe-Institut: Cities Ahead in Logroño (Spain)","","","","","https://on-the-move.org/news/goethe-institut-cities-ahead-logrono-spain","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/cities-ahead.jpeg?itok=j0QbriFZ","","EN","2022-11-15 08:00:00","2022-12-26 11:35:21","2023-01-10 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/goethe-institut-cities-ahead-logrono-spain class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Cities Ahead is a European programme initiated by the Goethe-Institut that promotes the transformation of creative places. Its aim is to transform the city into an ideal ecosystem for culture and creativity, harnessing its full potential for global dissemination and international cultural cooperation. Logroño, as the host city of Concéntrico – International Festival of Architecture and Design, will act as a pioneer of the programme in Spain. </p><p>Cities Ahead is launching an open call for international creatives to propose participatory actions for the transformation of the public space, integrating aspects of urban innovation and sustainable/ecological development. This call aims to put the citizens of Logroño at the centre of the city’s future. By implementing a participatory artistic, activist or any other creative action in Logroño, the city will become a vivid marketplace for new ideas, tools and formats. The project puts the initiatives of artists, designers, activists and other creatives in dialogue with the citizens of Logroño. The current challenges of insufficient investments, deterioration of shared values and shrinking public spaces are prevalent in many cities and will be tackled in Logroño through participatory practices that support ecological, economic and social sustainability. Being engaged in the development, production and adoption of public spaces will lead to a greater sense of responsibility and belonging among the citizens.</p><p>The programme will fund innovative and participatory practices with the aim of transforming the public space and helping to make it more creative, humane, sustainable and egalitarian. The proposed practice must be adapted to the local needs of Logroño and its citizens. From all applications, a jury will choose three practices that will be invited to come to Logroño and adapt their practice to the local context. To do so, the creatives will work closely with local stakeholders. The selected proposals will be carried out in Logroño during Concéntrico 09 – International Architecture and Design Festival, which will take place from 27 April - 2 May 2023.</p><p>Each of the selected projects will receive 2000€ as a project fee and <strong>2000€ for the execution of the project on site, which includes a lump sum for travel expenses</strong> and any additional material or development costs.</p></div></div></article></div>"
"cite-internationale-universitaire-de-paris-jardins-du-monde-en-movement-france-uljlha","Cité internationale universitaire de Paris: Jardins du monde en movement (France)","","","","","https://on-the-move.org/news/cite-internationale-universitaire-de-paris-jardins-du-monde-en-movement-france","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/jardins-mouvement.jpg?itok=fG4xOEx7","","EN","2022-11-11 08:00:00","2022-12-26 11:35:22","2023-01-06 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/cite-internationale-universitaire-de-paris-jardins-du-monde-en-movement-france class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Depuis le Sommet de la Terre de Johannesburg en 2002, la culture est devenue le 4e pilier du développement durable, aux côtés des dimensions sociales, économiques et environnementales. Facteur de paix, de diversité et de cohésion sociale, la culture joue aussi un rôle essentiel de sensibilisation et de transmission de valeurs. La Cité internationale universitaire de Paris, qui accueille des étudiants et chercheurs du monde entier dans un environnement multiculturel, fait le choix de la création contemporaine pour accompagner son projet de développement durable.</p><p>L’objectif du projet « Jardins du monde en mouvement » est de sensibiliser le public de la Cité internationale à la richesse patrimoniale du site, au dialogue que l’architecture entretient avec le paysage et à la dimension écologique de son parc, dans un contexte international de création.</p><p>Avec le soutien du mécénat de la Caisse des Dépôts, la Cité internationale offre aux professionnels et jeunes talents l’opportunité de sortir du format habituel de la maîtrise d’œuvre pour s’approprier un espace paysager, le doter d’un projet créatif, engagé et éphémère.</p><p>Le public sera amené à appréhender les œuvres dans ce contexte d’échanges culturels, de dialogue entre l’architecture et le paysage, tout en étant sensibilisé aux enjeux de développement durable.</p><p><strong>Une bourse d’un montant de 8000€ sera attribuée à chaque participant sélectionné. </strong></p><p>Les candidats retenus s’engagent à installer leurs œuvres pour le 3 mai 2023 à 10h. Un espace de travail sera mis à disposition des participants pour leurs créations à compter du 15 mars 2023.</p></div></div></article></div>"
"c4-choral-composer-conductor-collective-steven-gerber-project-call-for-scores-usa-cidpnw","C4 - Choral Composer/Conductor Collective: Steven Gerber Project Call for Scores (USA)","","","","","https://on-the-move.org/news/c4-choral-composerconductor-collective-steven-gerber-project-call-scores-usa","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/c4-call-scores.jpeg?itok=B5DCc5ny","","EN","2022-11-08 08:00:00","2022-12-26 11:35:23","2023-01-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/c4-choral-composerconductor-collective-steven-gerber-project-call-scores-usa class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>C4</span>: The Choral Composer/Conductor Collective, a New York City-based new music chorus, invites composers, especially <span class=caps>BIP</span>oC composers, to submit unperformed choral works with a conceptual connection to William Shakespeare, to be performed on <span class=caps>C4</span>’s spring 2023 concert in New York City.</p><p>As part of an ongoing collaboration with the Steven R. Gerber Trust, <span class=caps>C4</span> will be performing Steven Gerber’s Sessions of Sweet Silent Thought, a setting of five Shakespearean sonnets (9, 30, 71, 129 and 130). To foster new music, the Gerber Trust is providing support for one or two new pieces to be performed as part of the same concert. Additionally, there will be a dedicated recording session leading to high-quality recordings of both Sessions of Sweet Silent Thought and the accompanying piece or pieces.</p><p>A $1500 prize will be awarded for each selected piece. Additionally, <strong>a travel stipend of up to $500 is available for out-of-town composers who wish to attend the premiere</strong>, which will take place in May or June 2023.</p><p>Pieces to be considered should be about 4 to 10 minutes in length (these are not hard limits), and should not have been performed previously in public. They should tie into the theme of Shakespeare and his sonnets, but composers are free to experiment with the exact connection, anything from setting another (or even the same) sonnet, to examining what Shakespeare does and does not signify to the modern observer, and beyond. The composer must be able to show that they have rights to the text, if any.</p></div></div></article></div>"
"waterlands-call-for-european-artists-for-four-year-residencies-at-six-wetlands-restoration-sites-fffixl","WaterLANDS: Call for European Artists for Four-year Residencies at Six Wetlands Restoration Sites","","","","","https://on-the-move.org/news/waterlands-call-european-artists-four-year-residencies-six-wetlands-restoration-sites","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-11/waterlands.jpg?itok=-aiBgVNH","","EN","2022-11-04 08:00:00","2022-12-26 11:35:24","2023-01-13 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/waterlands-call-european-artists-four-year-residencies-six-wetlands-restoration-sites class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The Horizon 2020 project WaterLANDS has launched six calls for European artists to engage with restoration works through part-time residencies spanning four years.</p><p>WaterLANDS is a 5-year <span class=caps>EU</span> Green Deal funded project that aims to restore damaged wetlands across Europe and lay the foundations for protection across larger areas. WaterLANDS will utilise lessons learned from ongoing and existing restoration at 15 ‘Knowledge Sites’ across Europe to inform hands-on restoration at six ‘Action Sites’ in Bulgaria, Estonia, Ireland, Italy, Netherlands and the United Kingdom.</p><p>Restoration brings cultural renewal. WaterLANDS wants art to be an integral part of creating and reflecting that renewal. It sees art and science as complementary disciplines, which are both driven by curiosity and enquiry. They can provide different perspectives on restoration and give rise to unique collaborations. WaterLANDS is hosting an artistic engagement residency at each of the six Action Sites.</p><p>The residency will require each artist to reflect on the journey of their Action Site, engage communities, increase awareness of the importance of restoration and help to create and share knowledge across the project and beyond.</p><p><strong>Terms vary for each residency, but they typically include a stipend, production costs, and some support for travel/accommodation.</strong></p></div></div></article></div>"
"culture-moves-europe-call-for-individual-mobility-of-artists-and-cultural-professionals-wwahaa","Culture Moves Europe: Call for Individual Mobility of Artists and Cultural Professionals","","","","","https://on-the-move.org/news/culture-moves-europe-call-individual-mobility-artists-and-cultural-professionals","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-10/culture-moves-europe.jpg?itok=uWemetJN","","EN","2022-10-11 08:00:00","2022-12-26 11:35:25","2023-05-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/culture-moves-europe-call-individual-mobility-artists-and-cultural-professionals class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Culture Moves Europe is the new permanent mobility scheme funded by the Creative Europe programme of the European Union and implemented by the Goethe-Institut.</p><p>It will offer grants to artists, cultural professionals and host organisations in all Creative Europe countries who work in the sectors of architecture, cultural heritage, design and fashion design, literary translation, music, performing arts and visual arts.</p><p>The scheme will foster sustainable and inclusive mobility and give particular attention to emerging artists and cultural professionals.</p><p>The scheme is composed of two action lines:</p><ul><li>Individual mobility for artists and cultural professionals.</li><li>Residencies for host organisations.</li></ul><p>The current call targets individual artists and cultural professionals. It runs until the end of May 2023 but has monthly cut-off dates for rolling evaluations. The mobility itself can take place at any time within one year after signature of the grant agreement, and should last between 7 and 60 days. </p><p>The mobility grant includes:</p><ul><li><strong>Travel costs from the place of residence to the place of destination.</strong><ul><li>Culture Moves Europe aims at encouraging applicants to choose sustainable ways of travelling and to opt for slow travel.</li><li>For people residing or willing to implement a project further than 5001km from their place of residence, the travel grant is adapted to contribute to the cost of this long distance travel.</li></ul></li><li>Daily allowance (also called ‘per diem’) to contribute to the accommodation and subsistence.</li><li>Various top-ups are available to support: disabled artists and cultural professionals; green travel; participation of Outermost Regions and Overseas Countries and Territories; visa fees; and artists and cultural professionals with young children below the age of 10.</li></ul><p>Applicants must be legally residing in a Creative Europe country (eligible countries including Overseas Countries and Territories and Outermost Regions of the European Union): Albania, Austria, Armenia, Belgium, Bosnia-Herzegovina, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Greece, Hungary, Iceland, Ireland, Italy, Kosovo, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Montenegro, Netherlands, North Macedonia, Norway, Poland, Portugal, Romania, Serbia, Slovakia, Slovenia, Spain, Sweden, Tunisia, Ukraine.</p><p>Applicants legally residing in Ukraine will exceptionally be able to apply for a virtual mobility grant. </p><p><strong>Monthly evaluation from October 2022-May 2023.</strong></p></div></div></article></div>"
"sac-international-curatorial-residency-programme-2023-tmuhue","SAC International Curatorial Residency Programme 2023","","","","","https://on-the-move.org/news/sac-international-curatorial-residency-programme-2023","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-10/SAC_Curatorial_2023_A3_EN_min.jpg?itok=0JGVWp0g","","EN","2022-10-07 08:00:00","2022-12-26 11:35:26","2023-02-01 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/sac-international-curatorial-residency-programme-2023 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>SAC</span> International Curatorial Residency Programme 2023 is the residency programme at Barcelona’s Sant Andreu Contemporani, in collaboration with Fabra i Coats - Fàbrica de Creació and Institut Ramon Llull and open to international curators. As part of the programme, the organisers announcing an open call for proposals to choose an international curator who will be part of the Miquel Casablancas Prize for the Visual Arts’ jury in 2022, and will later develop a curatorial project with a selection of Catalan artists chosen from applicants to the prize. The project must be presented at the country of residence of the curator or in another international venue that she/he decides. <strong>The organisers covers the expenses of jurying the prize and for the curatorial proposal (1700€ subject to applicable taxes), for the production of the exhibition (2000€ subject to applicable taxes), accommodation and travel.</strong></p><p>The purpose of the open call is to offer the curator personal knowledge of the art context through involvement in the jury of the Miquel Casablancas Prize, and to foster, in the context of young art talent, future collaborations between local and foreign cultural actors.</p></div></div></article></div>"
"kunstlerhaus-buchsenhausen-fellowship-programme-for-art-and-theory-2022-23-austria-blxwru","Künstlerhaus Büchsenhausen: Fellowship Programme for Art and Theory 2022–23 (Austria)","","","","","https://on-the-move.org/news/kunstlerhaus-buchsenhausen-fellowship-programme-art-and-theory-2022-23-austria","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2021-12/BUCHSENHAUSEN.jpg?itok=uBYesyjA","","EN","2021-12-15 08:00:00","2022-12-26 11:35:27","2023-01-29 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/kunstlerhaus-buchsenhausen-fellowship-programme-art-and-theory-2022-23-austria class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Künstlerhaus Büchsenhausen invites visual and media artists, art critics, theorists, and curators to apply for a fellowship in 2022–2023 (3 October 2022 – 17 June 2023).</p><p>Künstlerhaus Büchsenhausen is a postgraduate centre for production, research and exchange in the fields of visual arts and art theory. Within the framework of the Fellowship Programme for Art and Theory, the institution provides a platform that facilitates the development and production of artistic and art-theoretical projects in a critical context. At the same time, it provides a forum for direct exchange between professionals – artists, theorists, critics and curators – from the region and abroad, as well as a point of interaction with local, interested audiences. Künstlerhaus Büchsenhausen is a section of the Tiroler Künstler:innenschaft (the Tyrolean Artists’ Association), the major association of visual artists from the region.</p><p>Büchsenhausen brings together two programmes under one roof. On the one hand, it is the site of the Fellowship Programme for Art and Theory. On the other hand, it is the location of several studios for artists based in Tyrol who are looking for a working space in a professionally interesting environment. Four apartment studios are used by the participants in the Fellowship Programme. The other six studios are available to artists based in Tyrol. The project and presentation space is equipped with multimedia facilities and is at the fellows’ disposal.</p><p>The fellowship provides: </p><ul><li>A grant of <span class=caps>EUR</span> 3700.</li><li>An individual studio for working and living, furnished with a large shared kitchen.</li><li>A production budget for the realisation of the submitted proposal.</li><li>A budget for inviting experts to Büchsenhausen for the purpose of professional exchange.</li><li><strong>A budget for (at least partially) covering the fellow’s own travel costs (in relation to the Fellowship Programme).</strong></li><li>The opportunity to present the produced work in a curated group exhibition at the end of the fellowship.</li></ul><p>Professional visual/media artists, art theorists, art critics, and curators from all over the world are eligible for the fellowship.</p></div></div></article></div>"
